question_id,db_id,p_t,r_t,f1_t,p_c,r_c,f1_c
41,SBODemoUS-Banking,0.5,0.5,0.5,0.0,0.0,0.0
42,SBODemoUS-Sales Opportunities,0.0,0.0,0.0,0.0,0.0,0.0
43,ASIS_20161108_HerpInv_Database,0.0,0.0,0.0,0.0,0.0,0.0
44,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
45,NorthernPlainsFireManagement,0.125,1.0,0.2222222222222222,0.25,0.25,0.25
46,NorthernPlainsFireManagement,0.0,0.0,0.0,0.0,0.0,0.0
47,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
48,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
49,SBODemoUS-Reports,0.0,0.0,0.0,0.0,0.0,0.0
50,CratersWildlifeObservations,1.0,1.0,1.0,1.0,0.6666666666666666,0.8
51,NYSED_SRC2022,0.5,0.5,0.5,0.4,0.4,0.4000000000000001
52,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
53,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,1.0,1.0
54,NorthernPlainsFireManagement,0.08333333333333333,1.0,0.15384615384615385,1.0,1.0,1.0
55,NTSB,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
56,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
57,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
58,ATBI,1.0,0.6666666666666666,0.8,1.0,0.5714285714285714,0.7272727272727273
59,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
60,PacificIslandLandbirds,1.0,1.0,1.0,0.6666666666666666,0.8,0.7272727272727272
61,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,0.5,1.0,0.6666666666666666
62,SBODemoUS-Service,0.0,0.0,0.0,0.0,0.0,0.0
63,PacificIslandLandbirds,0.3333333333333333,0.5,0.4,0.5,0.3333333333333333,0.4
64,NYSED_SRC2022,0.5,0.5,0.5,0.3333333333333333,0.4,0.3636363636363636
65,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
66,ASIS_20161108_HerpInv_Database,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
67,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
68,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
69,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
70,CratersWildlifeObservations,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.5
71,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
72,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
73,KlamathInvasiveSpecies,0.14285714285714285,1.0,0.25,0.8,0.8888888888888888,0.8421052631578948
74,NYSED_SRC2022,0.1,1.0,0.18181818181818182,0.044444444444444446,0.4,0.07999999999999999
75,NYSED_SRC2022,1.0,1.0,1.0,0.0,0.0,0.0
76,ATBI,0.0,0.0,0.0,0.0,0.0,0.0
77,PacificIslandLandbirds,0.0,0.0,0.0,0.0,0.0,0.0
78,NTSB,1.0,1.0,1.0,0.0,0.0,0.0
79,NYSED_SRC2022,0.5,0.5,0.5,0.0,0.0,0.0
80,KlamathInvasiveSpecies,0.5,1.0,0.6666666666666666,0.0,0.0,0.0
81,SBODemoUS-Finance,0.0,0.0,0.0,0.0,0.0,0.0
82,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
83,NTSB,0.0,0.0,0.0,0.0,0.0,0.0
84,NYSED_SRC2022,1.0,1.0,1.0,0.8,0.8,0.8000000000000002
85,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
86,KlamathInvasiveSpecies,0.75,1.0,0.8571428571428571,0.4117647058823529,0.875,0.56
87,SBODemoUS-Inventory and Production,0.0,0.0,0.0,0.0,0.0,0.0
88,ATBI,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
89,SBODemoUS-Business Partners,0.0,0.0,0.0,0.0,0.0,0.0
90,KlamathInvasiveSpecies,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.4
91,CratersWildlifeObservations,0.1111111111111111,1.0,0.19999999999999998,0.17647058823529413,1.0,0.3
92,ATBI,1.0,1.0,1.0,0.0,1.0,0.0
93,NTSB,0.0,0.0,0.0,1.0,1.0,1.0
94,ATBI,0.07692307692307693,0.5,0.13333333333333336,0.16666666666666666,0.3333333333333333,0.2222222222222222
95,SBODemoUS-Banking,0.0,0.0,0.0,0.0,0.0,0.0
96,CratersWildlifeObservations,0.4,1.0,0.5714285714285715,0.42857142857142855,0.75,0.5454545454545454
97,PacificIslandLandbirds,0.5,1.0,0.6666666666666666,0.2,1.0,0.33333333333333337
98,SBODemoUS-Human Resources,0.0,0.0,0.0,0.0,0.0,0.0
99,SBODemoUS-Sales Opportunities,0.2,0.5,0.28571428571428575,0.3333333333333333,0.25,0.28571428571428575
100,PacificIslandLandbirds,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715
101,NYSED_SRC2022,0.0,0.0,0.0,0.0,0.0,0.0
